Bf-Nr;Bahnhof;DS 100;Aufgaben­träger;Bahnhofs­kategorie 2015;Bahnhofs­kategorie 2005;Bundes­land;Regional­bereich;Stations­preis 2015 [€];Stations­preis 2005 [€];Veränderung 2005–2015 [%]
1315;Dortmund-Kurl;EDKU;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
1316;Dortmund-Löttringhausen;EDLO;VRR;6;6;Nordrhein-Westfalen;West;3,61;2,79;22,71
1316;Dortmund-Löttringhausen;EDLH;VRR;6;6;Nordrhein-Westfalen;West;3,61;2,79;22,71
1235;Dortmund-Lütgendortmund;EDLS;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
1317;Dortmund-Lütgendortmund Nord;EDLN;VRR;7;6;Nordrhein-Westfalen;West;4,3;2,79;35,12
1318;Dortmund-Marten;EDMR;VRR;6;6;Nordrhein-Westfalen;West;3,61;2,79;22,71
1319;Dortmund-Marten Süd;EDMS;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1320;Dortmund-Mengede;EDMG;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1291;Dortmund-Möllerbrücke;EDMB;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1321;Dortmund-Nette/Östrich;EDOO;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
1322;Dortmund-Oespel;EDOP;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1323;Dortmund-Rahm;EDRA;VRR;6;6;Nordrhein-Westfalen;West;3,61;2,79;22,71
1324;Dortmund-Scharnhorst;EDSH;VRR;5;6;Nordrhein-Westfalen;West;2,88;2,79;3,13
1325;Dortmund-Sölde;EDSO;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
396;Dortmund-Somborn;EDSM;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1292;Dortmund-Stadthaus;EDST;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
1294;Dortmund-Tierpark;EDTP;VRR;6;6;Nordrhein-Westfalen;West;3,61;2,79;22,71
1295;Dortmund-Universität;EDUV;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1296;Dortmund-West;EDW;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1326;Dortmund-Westerfilde;EDOF;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1297;Dortmund-Westfalenhalle;EDWH;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1327;Dortmund-Wickede;EDWI;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1328;Dortmund-Wickede West;EDWW;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1329;Dortmund-Wischlingen;EDOL;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1330;Dorum (Kr Cuxhaven);ADO;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
7626;Dörverden;HDVD;LNVG;6;5;Niedersachsen;Nord;4,62;2,75;40,48
1331;Dossow (Prign);WDOW;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
1332;Dottenheim;NDM;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
1333;Drahnsdorf;BDF;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
1337;Drebkau;BDR;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
945;Dreieich-Buchschlag;FBUS;RMV;4;4;Hessen;Mitte;3,2;1,85;42,19
1338;Dreieich-Dreieichenhain;FDCH;RMV;6;5;Hessen;Mitte;3,13;2,37;24,28
2221;Dreieich-Götzenhain;FGOZ;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
4747;Dreieich-Offenthal;FOFF;RMV;6;5;Hessen;Mitte;3,13;2,37;24,28
5931;Dreieich-Sprendlingen;FSPO;RMV;6;5;Hessen;Mitte;3,13;2,37;24,28
7957;Dreieich-Weibelfeld;FWED;RMV;6;5;Hessen;Mitte;3,13;2,37;24,28
4647;Dreikirchen;FOHS;ZVRP Nord;7;6;Rheinland-Pfalz;Mitte;1,74;1,47;15,52
1339;Dreileben-Drackenstedt;LDD;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
1341;Drensteinfurt;EDRS;NWL;5;5;Nordrhein-Westfalen;West;4,04;2,83;29,95
8016;Dresden Flughafen;DKTF;VVO;5;3;Sachsen;Südost;2,41;21,59;–795,85
8091;Dresden Freiberger Straße;DHFR;VVO;5;4;Sachsen;Südost;2,41;1,61;33,2
1342;Dresden Grenzstraße;DGRS;VVO;6;5;Sachsen;Südost;2,9;3,81;–31,38
1343;Dresden Hbf;DH;VVO;1;1;Sachsen;Südost;35,33;31,1;11,97
1344;Dresden Industriegelände;DIG;VVO;5;4;Sachsen;Südost;2,41;1,61;33,2
1345;Dresden Mitte;DM;VVO;4;4;Sachsen;Südost;3,27;1,61;50,76
1346;Dresden-Cotta;DCT;VVO;6;6;Sachsen;Südost;2,9;2,37;18,28
1347;Dresden-Dobritz;DD;VVO;5;4;Sachsen;Südost;2,41;1,61;33,2
1348;Dresden-Friedrichstadt;DF;VVO;5;6;Sachsen;Südost;2,41;2,37;1,66
1350;Dresden-Kemnitz;DKE;VVO;6;6;Sachsen;Südost;2,9;2,37;18,28
1351;Dresden-Klotzsche;DKT;VVO;4;4;Sachsen;Südost;3,27;1,61;50,76
1352;Dresden-Neustadt;DN;VVO;2;3;Sachsen;Südost;16,96;21,59;–27,3
1353;Dresden-Niedersedlitz Hp;;VVO;5;4;Sachsen;Südost;2,41;1,61;33,2
1353;Dresden-Niedersedlitz Hp (DHD);DNS;VVO;5;4;Sachsen;Südost;2,41;1,61;33,2
1353;Dresden-Niedersedlitz Hp (DHD);DNSH;VVO;5;4;Sachsen;Südost;2,41;1,61;33,2
1354;Dresden-Pieschen;DPS;VVO;6;5;Sachsen;Südost;2,9;3,81;–31,38
1355;Dresden-Plauen;DPL;VVO;6;5;Sachsen;Südost;2,9;3,81;–31,38
1356;Dresden-Reick;DRK;VVO;5;4;Sachsen;Südost;2,41;1,61;33,2
1357;Dresden-Stetzsch;DSTT;VVO;6;6;Sachsen;Südost;2,9;2,37;18,28
1358;Dresden-Strehlen;DSTH;VVO;5;4;Sachsen;Südost;2,41;1,61;33,2
1359;Dresden-Trachau;DTR;VVO;6;5;Sachsen;Südost;2,9;3,81;–31,38
1360;Dresden-Zschachwitz;DZSW;VVO;5;4;Sachsen;Südost;2,41;1,61;33,2
1362;Dreye;HDRY;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
1364;Drohndorf-Mehringen;LDM;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
1370;Ducherow;WDU;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
1371;Duckterath;KDUK;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
1373;Dudweiler;SDUW;VGS;6;5;Saarland;Mitte;1,83;1,46;20,22
1374;Duisburg Hbf;EDG;VRR;1;1;Nordrhein-Westfalen;West;15,52;16,82;–8,38
1375;Duisburg Schlenk;EDSL;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
1376;Duisburg-Bissingheim;EDBI;VRR;7;5;Nordrhein-Westfalen;West;4,3;2,83;34,19
1377;Duisburg-Buchholz;EDBU;VRR;4;5;Nordrhein-Westfalen;West;2,82;2,83;–0,35
1388;Duisburg-Entenfang;EDWDF;VRR;7;6;Nordrhein-Westfalen;West;4,3;2,79;35,12
1388;Duisburg-Entenfang;EDEF;VRR;7;6;Nordrhein-Westfalen;West;4,3;2,79;35,12
1379;Duisburg-Großenbaum;EDGR;VRR;4;5;Nordrhein-Westfalen;West;2,82;2,83;–0,35
1380;Duisburg-Hochfeld Süd;EDHP;VRR;5;6;Nordrhein-Westfalen;West;2,88;2,79;3,13
1380;Duisburg-Hochfeld Süd;EDHD;VRR;5;6;Nordrhein-Westfalen;West;2,88;2,79;3,13
1381;Duisburg-Meiderich Ost;EDMO;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1382;Duisburg-Meiderich Süd;EDME;VRR;4;5;Nordrhein-Westfalen;West;2,82;2,83;–0,35
1383;Duisburg-Obermeiderich;EDOM;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1384;Duisburg-Rahm;EDRM;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
1386;Duisburg-Ruhrort;EDRUP;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1386;Duisburg-Ruhrort;EDRU;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1387;Duisburg-Wedau;EDWDP;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1387;Duisburg-Wedau;EDWD;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
1389;Dülken;KDUL;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
1390;Dülmen;EDULH;NWL;4;3;Nordrhein-Westfalen;West;5,35;5,81;–8,6
1390;Dülmen;EDUL;NWL;4;3;Nordrhein-Westfalen;West;5,35;5,81;–8,6
1391;Durach;MDUH;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
1392;Düren;KDN P;NVR;3;4;Nordrhein-Westfalen;West;5,9;1,89;67,97
1392;Düren;KDN;NVR;3;4;Nordrhein-Westfalen;West;5,9;1,89;67,97
1393;Durmersheim;RDRM;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
8004;Durmersheim Nord;RDUN;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
1396;Dürrnhaar;MDHR;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
1397;Dürrröhrsdorf;DRR;VVO;6;6;Sachsen;Südost;2,9;2,37;18,28
1397;Dürrröhrsdorf;;VVO;6;;Sachsen;;2,9;;
1400;Düsseldorf Flughafen;KDFT;VRR;2;2;Nordrhein-Westfalen;West;10,56;14,31;–35,51
1400;Düsseldorf Flughafen;KDFFH;VRR;2;2;Nordrhein-Westfalen;West;10,56;14,31;–35,51
1400;Düsseldorf Flughafen;KDFF;VRR;2;2;Nordrhein-Westfalen;West;10,56;14,31;–35,51
1400;Düsseldorf Flughafen;KDF;VRR;2;2;Nordrhein-Westfalen;West;10,56;14,31;–35,51
1401;Düsseldorf Hbf;KD;VRR;1;1;Nordrhein-Westfalen;West;15,52;16,82;–8,38
1421;Düsseldorf Völklinger Straße;KDVS;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1402;Düsseldorf Volksgarten;KDV;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1403;Düsseldorf Wehrhahn;KDW;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1404;Düsseldorf Zoo;KDZ;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1399;Düsseldorf-Benrath;KDBE;VRR;3;4;Nordrhein-Westfalen;West;4,2;1,89;55
1405;Düsseldorf-Bilk;KDBI;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1405;Düsseldorf-Bilk;KDBH;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1406;Düsseldorf-Derendorf;KDD;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1407;Düsseldorf-Eller;KDE;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
1408;Düsseldorf-Eller Mitte;KDEM;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
1409;Düsseldorf-Eller Süd;KDES;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1410;Düsseldorf-Flingern;KDFL;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1411;Düsseldorf-Friedrichstadt;KDFS;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1412;Düsseldorf-Garath;KDGA;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1413;Düsseldorf-Gerresheim;KDGE;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1414;Düsseldorf-Hamm;KDHA;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1415;Düsseldorf-Hellerhof;KDHL;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1415;Düsseldorf-Hellerhof;KDHH;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1416;Düsseldorf-Oberbilk;KDOB;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1417;Düsseldorf-Rath;KDR;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1418;Düsseldorf-Rath Mitte;KDRM;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
1419;Düsseldorf-Reisholz;KDREH;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1419;Düsseldorf-Reisholz;KDRE;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1420;Düsseldorf-Unterrath;KDU;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
1422;Dußlingen;TDU;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
1424;Dutenhofen (Kr Wetzlar);FDTH;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
1425;Dütschow;WDT;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
1427;Ebelsbach-Eltmann;NEE;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
1428;Ebenhausen (Unterfr);NEBH;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
1429;Ebenhausen-Schäftlarn;MEBS;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
1430;Ebenhofen;MEBH;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
1431;Ebensfeld;NED;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
1432;Eberbach;REA;NVBW;3;5;Baden-Württemberg;Südwest;6,43;2,31;64,07
1433;Ebermannstadt;NEBM;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
1434;Ebermergen;MEBM;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
1435;Ebern;NEBN;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
1438;Ebersbach (Fils);TEC;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
1439;Ebersbach (Sachs);DEB;ZVON;5;6;Sachsen;Südost;6,87;2,37;65,5
1440;Ebersberg (Oberbay);MEG;BEG;4;3;Bayern;Süd;3,97;8,54;–115,11
1441;Ebersbrunn;DEBR;VMS;7;6;Sachsen;Südost;3,15;2,37;24,76
1442;Ebersdorf (b Coburg);NEC;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
1444;Eberswalde Hbf;WE;VBB;3;3;Brandenburg;Ost;11,35;19,94;–75,68
1445;Ebertsheim;RET;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
1446;Ebing;NEG;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
1447;Ebringen;REBR;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
1448;Ebstorf (Kr Uelzen);HEBS;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
1449;Echem;AECH;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
1450;Eching;MEC;BEG;5;4;Bayern;Süd;3,17;1,44;54,57
1451;Echterdingen;TETD;VRStutt;4;4;Baden-Württemberg;Südwest;3,48;1,47;57,76
1452;Echzell;FEZL;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
1453;Eckardtsleben;UEK;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
1455;Eckartsberga (Thür);UEC;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
1456;Eckartshausen-Ilshofen;TEI;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
1457;Eckernförde;AEC;LVS;5;5;Schleswig-Holstein;Nord;4,66;4,06;12,88
1458;Eckersmühlen;NEMN;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
1459;Eddersheim;FED;RMV;5;5;Hessen;Mitte;2,83;2,37;16,25
1460;Edelfingen;TED;RMV;5;6;Baden-Württemberg;Südwest;2,83;2,03;28,27
1461;Edenkoben;REK;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
2274;Edermünde-Grifte;FGRF;NVV;5;6;Hessen;Mitte;2,34;2,32;0,85
1462;Edesheim (Pfalz);REH;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
1463;Ediger-Eller;SEE;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
1464;Edingen (Kr Wetzlar);FEDI;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
1465;Edle Krone;DKR;VVO;6;6;Sachsen;Südost;2,9;2,37;18,28
1467;Effelder (Thür);UEFT;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
1468;Effolderbach;FEF;RMV;7;6;Hessen;Mitte;2,27;2,32;–2,2
1469;Efringen-Kirchen;REF;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
1471;Egelsbach;FEGB;RMV;5;5;Hessen;Mitte;2,83;2,37;16,25
1472;Egersdorf;NEGE;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
1473;Egestorf (Deister);HEGT;RH;5;5;Niedersachsen;Nord;4,88;2,75;43,65
1475;Eggersdorf;LEGD;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
1476;Eggesin;WEGS;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
1478;Eggmühl;MEGM;BEG;5;6;Bayern;Süd;3,17;2,01;36,59
1479;Eggolsheim;NEO;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
1481;Eglharting;MEGL;BEG;4;4;Bayern;Süd;3,97;1,44;63,73
1482;Egling;MELG;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
1483;Ehingen (Donau);TEH;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
1484;Ehlenbruch;EELB;NWL;7;6;Nordrhein-Westfalen;West;3,42;2,79;18,42
1485;Ehlershausen;HELH;RH;5;5;Niedersachsen;Nord;4,88;2,75;43,65
1486;Ehningen (b Böblingen);TEHN;VRStutt;4;5;Baden-Württemberg;Südwest;3,48;2,31;33,62
1487;Ehr;KEHR;ZVRP Nord;7;6;Rheinland-Pfalz;Mitte;1,74;1,47;15,52
1488;Ehrang;SEG;ZVRP Nord;5;5;Rheinland-Pfalz;Mitte;2,57;1,73;32,68
1514;Ehrang Ort;SEGO;ZVRP Nord;6;5;Rheinland-Pfalz;Mitte;2,2;1,73;21,36
1491;Ehringhausen (Kr Lippstadt);EERI;NWL;6;5;Nordrhein-Westfalen;West;4,1;2,83;30,98
1492;Ehringshausen (Kr Wetzlar);FEHR;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
1493;Ehringshausen (Oberhess);FEHH;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
1494;Eibau;DEIB;ZVON;6;6;Sachsen;Südost;3,99;2,37;40,6
1495;Eich (Sachs);DEI;ZVON;6;6;Sachsen;Südost;3,99;2,37;40,6
7722;Eichborndamm;BEBD;VBB Berlin;5;4;Berlin;Ost;2,04;1,96;3,92
1496;Eichen (Kr Siegen);EEHS;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
1498;Eichenau (Oberbay);MEIC;BEG;5;4;Bayern;Süd;3,17;1,44;54,57
1499;Eichenberg;HEBG;NVV;4;5;Hessen;Mitte;6,73;2,37;64,78
1500;Eichenzell;FEIZ;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
1501;Eichhagen;EEHG;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
1502;Eicholzheim;REM;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
1504;Eichstätt Bahnhof;MEB;BEG;4;5;Bayern;Süd;3,97;2,32;41,56
1505;Eichstätt Stadt;MEST;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
1506;Eichstedt (Altm);LEST;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
1507;Eichwalde;BEIW;VBB;5;4;Brandenburg;Ost;4,08;2,74;32,84
1508;Eickeloh;HEIK;VBB;5;6;Niedersachsen;Nord;4,08;2,61;36,03
1509;Eickendorf;LEF;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
1511;Eidelstedt (S-Bahn);AEST;BWVI;3;4;Hamburg;Nord;3,6;2,12;41,11
1511;Eidelstedt (S-Bahn);AEGS;BWVI;3;4;Hamburg;Nord;3,6;2,12;41,11
1512;Eilenburg;LEG;ZVNL;4;5;Sachsen;Südost;3,19;3,81;–19,44
1513;Eilenburg Ost;LEGOB;ZVNL;5;5;Sachsen;Südost;4,43;3,81;14
1513;Eilenburg Ost;LEGO;ZVNL;5;5;Sachsen;Südost;4,43;3,81;14
1515;Eilendorf;KEIL;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
1517;Eilsleben (b Magdeburg);LEI;NASA;5;6;Sachsen-Anhalt;Südost;4,16;1,97;52,64
1518;Eilvese;HEIV;RH;6;6;Niedersachsen;Nord;4,89;2,61;46,63
1519;Eimeldingen;REI;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,31;21,16
1520;Einbeck-Salzderhelden;HEB;LNVG;5;6;Niedersachsen;Nord;4,97;2,61;47,48
1521;Einfeld;AEF;LVS;6;6;Schleswig-Holstein;Nord;4,33;2,56;40,88
1522;Einöd (Saar);;VGS;7;;Saarland;;2,21;;
1525;Einsiedlerhof;SEF;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
1528;Eisenach;UEI S;NVS;3;2;Thüringen;Südost;15,21;24,64;–62
1528;Eisenach;UEI;NVS;3;2;Thüringen;Südost;15,21;24,64;–62
1529;Eisenach Opelwerk;UEIP;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
1530;Eisenach West;UEIW;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
1532;Eisenbach-Matzenbach;SEMA;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
1533;Eisenberg (Pfalz);REIS;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
1536;Eisenhüttenstadt;BEHS;VBB;5;5;Brandenburg;Ost;4,08;6,95;–70,34
1537;Eiserfeld (Sieg);EEFD;NWL;6;5;Nordrhein-Westfalen;West;4,1;2,83;30,98
1538;Eisfeld;UED;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
1539;Eislingen (Fils);TEF;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
234;Eiswoog;REIW;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
1540;Eitensheim;MEI;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
1541;Eitorf;KEIT;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
1542;Elbgaustraße (S-Bahn);AEGS;BWVI;4;4;Hamburg;Nord;2,87;2,12;26,13
1542;Elbgaustraße (S-Bahn);AEGS;BWVI;4;4;Hamburg;Nord;2,87;2,12;26,13
1543;Elbingerode (Harz);LELG;BWVI;4;6;Sachsen-Anhalt;Südost;2,87;1,97;31,36
1544;Eldagsen-Völksen;HELV;RH;5;5;Niedersachsen;Nord;4,88;2,75;43,65
1546;Elfershausen-Trimberg;NELF;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
1547;Elgersburg;UELG;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
1548;Ellefeld;DLD;ZVV;7;6;Sachsen;Südost;4,87;2,37;51,33
3334;Ellental;;NVBW;5;;Baden-Württemberg;;3,49;;
1550;Ellhofen;;NVBW;6;;Baden-Württemberg;;2,93;;
1551;Ellingen (Bay);NEL;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
1553;Ellrich;UER;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
1554;Ellwangen;TEL;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
1555;Ellzee;MELZ;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
1557;Elmenhorst;WELM;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
1558;Elmshorn;AELM;LVS;3;3;Schleswig-Holstein;Nord;11,84;8,1;31,59
1558;Elmshorn;AEL;LVS;3;3;Schleswig-Holstein;Nord;11,84;8,1;31,59
1559;Elpersheim;TELP;LVS;3;6;Baden-Württemberg;Südwest;11,84;2,03;82,85
1561;Elsfleth;HELS;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
1562;Elsholz;BEZ;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
1564;Elsnigk (Anh);LEK;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
6958;Elstal;BWUR;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
6958;Elstal;BETN;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
1566;Elster (Elbe);LELT;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
1567;Elsterberg;UELB;ZVV;6;6;Thüringen;Südost;4,03;1,78;55,83
1568;Elsterberg Kunstseidenwerk;UELK;ZVV;7;6;Thüringen;Südost;4,87;1,78;63,45
1569;Elsterwerda;BEW;VBB;4;5;Brandenburg;Ost;5,47;6,95;–27,06
1570;Elsterwerda-Biehla;BEB;VBB;5;5;Brandenburg;Ost;4,08;6,95;–70,34
1571;Eltersdorf;NEF;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
1572;Eltville;FELT;RMV;5;5;Hessen;Mitte;2,83;2,37;16,25
1573;Elxleben;UEX;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
1574;Elz (Kr Limburg/Lahn);FELZ;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
1575;Elz (Kr Limburg/Lahn) Süd;FELS;RMV;7;6;Hessen;Mitte;2,27;2,32;–2,2
1576;Elzach;RELZ;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
1577;Elze (Han);HELZ;LNVG;4;5;Niedersachsen;Nord;5,93;2,75;53,63
1580;Emden Hbf;HE;LNVG;3;3;Niedersachsen;Nord;7,67;6,53;14,86
1582;Emleben;UEM;LNVG;3;6;Thüringen;Südost;7,67;1,78;76,79
1583;Emmelshausen;KEMM;ZVRP Nord;7;6;Rheinland-Pfalz;Mitte;1,74;1,47;15,52
1584;Emmendingen;REMM;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
1585;Emmerich;EEM;VRR;4;5;Nordrhein-Westfalen;West;2,82;2,83;–0,35
1586;Emmerke;HEMK;LNVG;6;5;Niedersachsen;Nord;4,62;2,75;40,48
1587;Emmerthal;HEMT;LNVG;5;6;Niedersachsen;Nord;4,97;2,61;47,48
1588;Empel-Rees;EEMP;VRR;5;6;Nordrhein-Westfalen;West;2,88;2,79;3,13
1589;Empelde;HEMP;RH;5;5;Niedersachsen;Nord;4,88;2,75;43,65
1590;Emsdetten;EEDT;NWL;4;5;Nordrhein-Westfalen;West;5,35;2,83;47,1
1591;Emskirchen;NEK;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
1592;Endersbach;TEN;VRStutt;4;5;Baden-Württemberg;Südwest;3,48;2,31;33,62
8018;Engelsdorf;LE H;ZVNL;5;5;Sachsen;Südost;4,43;3,81;14
